feature("LIMIT.BAL"),SEX,EDUCATION,MARRIAGE,AGE,DEFAULT_PAYMENT_NEXT_MONTH
320000,male,university,married,50,0
30000,male,highschool,divorce,52,1
90000,male,highschool,single,50,0
180000,male,university,married,52,0
50000,male,graduate,single,50,0
60000,male,university,married,52,0
50000,male,university,single,53,0
50000,male,highschool,married,55,0
20000,male,highschool,married,53,1
80000,male,highschool,married,53,0
350000,male,graduate,married,58,0
200000,male,university,married,52,0
360000,male,university,married,50,0
20000,male,highschool,single,59,1
90000,male,highschool,married,55,0
370000,male,highschool,single,66,0
180000,male,graduate,single,51,1
20000,male,highschool,divorce,59,1
30000,male,graduate,married,57,1
60000,male,highschool,married,54,0
330000,male,university,married,52,0
230000,male,university,married,51,0
50000,male,highschool,married,57,0
30000,male,other,married,56,0
80000,male,graduate,married,53,0
50000,male,university,married,58,1
10000,male,university,married,50,0
170000,male,other,married,56,0
50000,male,university,married,61,1
20000,male,highschool,single,57,0
20000,male,university,single,50,0
190000,male,highschool,married,50,0
270000,male,graduate,married,50,0
480000,male,university,single,51,0
380000,male,highschool,married,52,0
20000,male,highschool,married,49,1
50000,male,university,married,48,1
280000,male,highschool,married,52,1
240000,male,graduate,married,65,0
110000,male,university,married,54,1
200000,male,graduate,married,53,0
140000,male,graduate,married,56,0
260000,male,graduate,married,53,0
130000,male,university,single,57,0
50000,male,highschool,married,54,0
300000,male,graduate,single,55,1
30000,male,highschool,married,54,1
50000,male,highschool,single,58,0
450000,male,graduate,married,67,1
170000,female,university,single,27,0
60000,female,university,single,29,1
30000,female,highschool,single,26,0
200000,female,graduate,single,28,0
30000,female,university,married,30,0
100000,female,graduate,married,30,1
30000,female,highschool,married,35,0
150000,female,highschool,single,24,0
210000,female,graduate,single,25,0
300000,female,graduate,single,28,0
50000,female,highschool,single,22,0
360000,female,university,married,33,0
240000,female,graduate,single,28,0
260000,female,graduate,single,30,1
140000,female,graduate,married,33,1
10000,female,graduate,single,21,0
50000,female,highschool,single,22,0
50000,female,university,single,22,0
50000,female,university,single,22,1
140000,female,graduate,single,23,1
20000,female,university,single,27,0
50000,female,university,single,24,1
30000,female,highschool,single,23,0
50000,female,university,single,22,0
130000,female,university,single,23,0
80000,female,graduate,single,23,0
30000,female,university,single,21,0
50000,female,university,single,22,0
20000,female,university,single,22,1
90000,female,highschool,single,22,0
30000,female,graduate,single,22,0
50000,female,university,single,22,0
150000,female,graduate,single,24,0
20000,female,highschool,married,24,1
30000,female,graduate,single,24,1
50000,female,university,single,24,0
400000,female,graduate,single,30,0
20000,female,university,single,23,0
70000,female,university,single,23,0
20000,female,graduate,single,23,0
30000,female,graduate,single,23,0
30000,female,university,single,23,0
80000,female,graduate,single,24,1
80000,female,graduate,single,24,0
40000,female,university,single,24,1
70000,female,university,single,23,0
10000,female,graduate,single,22,1
60000,female,university,married,24,1
50000,female,graduate,single,22,0
80000,female,university,single,23,0
70000,female,graduate,single,23,1
30000,female,highschool,single,22,0
30000,female,university,single,22,1
20000,female,university,single,25,1
50000,female,graduate,single,25,1
30000,female,university,single,29,0
50000,female,university,single,24,0
50000,female,graduate,single,22,0
50000,female,highschool,single,23,1
50000,female,graduate,single,23,0
10000,female,graduate,single,23,1
10000,female,university,married,24,1
110000,female,university,single,24,0
140000,female,university,single,24,0
20000,female,graduate,single,24,0
30000,female,graduate,single,24,0
100000,female,university,single,24,1
20000,female,graduate,single,24,0
190000,female,university,single,25,0
300000,female,university,single,24,0
50000,female,university,married,26,1
30000,female,highschool,single,26,0
20000,female,graduate,single,25,1
60000,female,university,single,25,1
70000,female,university,married,25,0
60000,female,university,married,24,1
60000,female,university,married,25,1
30000,female,university,single,22,1
100000,female,university,married,24,1
70000,female,highschool,single,25,1
20000,female,university,single,22,1
50000,female,university,single,22,0
50000,female,highschool,married,22,0
30000,female,university,married,22,0
30000,female,highschool,single,22,1
30000,female,university,single,22,1
60000,female,university,single,23,1
20000,female,university,married,22,1
50000,female,highschool,single,23,0
30000,female,graduate,single,24,0
30000,female,graduate,single,23,1
70000,female,graduate,single,24,0
100000,female,university,single,24,0
100000,female,university,single,24,0
250000,female,university,single,25,0
130000,female,university,married,25,0
50000,female,graduate,single,25,1
250000,female,university,single,26,0
50000,female,university,married,26,1
50000,female,graduate,single,25,0
230000,female,university,single,24,0
200000,female,university,single,25,0
50000,female,university,single,23,0
100000,female,university,single,24,1
140000,female,university,single,24,0
20000,female,university,single,24,0
100000,female,university,single,25,0
240000,female,university,single,25,0
20000,female,university,single,25,0
50000,female,graduate,single,25,0
50000,female,graduate,single,25,0
60000,female,university,single,25,0
10000,female,university,single,22,1
30000,female,graduate,single,23,0
30000,female,graduate,single,23,1
60000,female,graduate,single,23,0
80000,female,university,single,25,0
130000,female,university,single,25,0
30000,female,university,single,25,0
60000,female,university,single,23,1
80000,female,university,married,24,0
230000,female,university,single,24,0
80000,female,graduate,single,25,0
70000,female,graduate,single,24,0
220000,female,university,married,25,0
50000,female,university,single,25,0
210000,female,university,single,24,0
60000,female,university,single,24,1
30000,female,university,married,25,1
50000,female,university,single,24,0
50000,female,university,married,24,0
80000,female,graduate,single,26,0
60000,female,highschool,married,25,1
20000,female,university,single,25,1
50000,female,highschool,married,26,0
260000,female,graduate,single,27,0
170000,female,university,single,27,1
20000,female,university,single,27,0
20000,female,university,married,26,0
130000,female,university,married,26,0
70000,female,university,married,25,0
120000,female,graduate,single,26,0
210000,female,graduate,single,26,0
50000,female,university,married,27,0
30000,female,graduate,single,27,0
150000,female,university,single,27,0
300000,female,highschool,single,27,0
150000,female,university,single,27,0
30000,female,university,married,27,1
50000,female,university,single,27,0
80000,female,graduate,single,26,0
80000,female,university,married,26,0
60000,female,university,single,26,0
200000,female,graduate,married,27,0
280000,female,university,single,31,0
50000,female,university,single,24,0
80000,female,university,single,24,1
50000,female,university,single,23,0
20000,female,graduate,single,24,0
80000,female,graduate,single,24,1
20000,female,highschool,married,27,1
110000,female,university,single,28,0
50000,female,graduate,single,28,0
130000,female,highschool,single,24,1
20000,female,graduate,single,25,1
130000,female,university,single,25,1
50000,female,highschool,single,25,1
50000,female,university,single,25,1
130000,female,university,single,26,0
80000,female,university,married,26,1
230000,female,university,married,28,0
500000,female,graduate,single,28,0
160000,female,graduate,single,27,0
150000,female,university,married,27,1
60000,female,university,single,27,0
50000,female,graduate,single,27,0
10000,female,graduate,married,27,0
140000,female,graduate,single,28,0
180000,female,graduate,single,30,0
260000,female,graduate,single,28,0
90000,female,university,married,27,1
20000,female,university,married,29,1
30000,female,highschool,married,26,1
420000,female,university,single,26,0
230000,female,university,single,27,0
90000,female,university,married,28,0
210000,female,university,married,27,1
230000,female,university,single,27,0
100000,female,university,single,30,0
20000,female,highschool,married,30,0
20000,female,highschool,single,27,0
150000,female,highschool,single,28,0
180000,female,graduate,single,29,0
20000,female,graduate,single,26,0
280000,female,graduate,single,27,0
50000,female,highschool,single,26,0
50000,female,highschool,single,26,0
100000,female,university,single,26,0
10000,female,university,single,27,0
90000,female,graduate,single,27,0
120000,female,graduate,single,29,0
250000,female,university,single,29,1
180000,female,graduate,single,29,0
350000,female,university,single,29,0
250000,female,university,single,31,0
140000,female,university,married,29,0
50000,female,graduate,single,28,1
150000,female,graduate,single,28,1
160000,female,graduate,single,28,0
130000,female,highschool,married,28,0
340000,female,university,married,26,0
260000,female,university,single,26,0
110000,female,graduate,single,26,0
400000,female,graduate,single,29,0
70000,female,graduate,single,29,0
20000,female,highschool,married,31,1
60000,female,university,married,28,1
80000,female,graduate,single,29,0
150000,female,university,married,31,0
200000,female,other,single,29,0
110000,female,graduate,single,29,1
450000,female,university,single,29,0
160000,female,university,single,29,0
150000,female,university,single,28,0
30000,female,graduate,married,28,0
160000,female,university,single,29,0
140000,female,graduate,single,29,0
50000,female,graduate,single,28,0
390000,female,graduate,single,27,1
300000,female,university,married,28,0
50000,female,university,single,29,1
70000,male,university,single,29,0
170000,female,university,single,28,0
160000,female,highschool,married,45,0
50000,female,graduate,single,27,1
50000,female,university,married,28,0
90000,female,graduate,single,28,0
200000,female,graduate,single,25,0
20000,female,university,single,26,0
50000,female,university,married,30,0
50000,female,university,married,24,1
60000,female,highschool,single,26,0
30000,female,university,married,33,0
360000,female,highschool,single,30,0
20000,female,university,single,22,0
30000,female,university,single,23,0
80000,female,university,single,25,1
20000,female,university,married,22,0
70000,female,university,single,25,0
120000,female,graduate,single,26,0
20000,female,graduate,single,26,0
20000,female,university,single,22,0
170000,female,university,single,23,0
130000,female,university,single,24,0
180000,female,highschool,single,32,0
240000,female,university,single,30,0
50000,female,university,married,27,0
100000,female,graduate,married,39,1
80000,female,graduate,single,33,0
10000,female,university,divorce,46,1
50000,female,university,single,35,0
80000,female,university,married,35,1
40000,female,highschool,married,39,1
90000,female,university,married,40,1
170000,female,highschool,married,40,0
50000,female,highschool,single,49,0
10000,female,university,married,41,1
70000,female,highschool,married,34,0
20000,female,university,single,38,0
120000,female,university,single,36,0
110000,female,university,married,38,0
50000,female,university,married,36,1
110000,female,university,single,34,0
50000,female,university,married,37,0
360000,female,graduate,single,31,1
20000,female,university,married,38,1
180000,female,graduate,married,42,1
100000,female,university,married,37,0
20000,female,highschool,married,37,1
150000,female,highschool,married,39,0
60000,female,university,married,27,0
80000,female,graduate,single,29,1
60000,female,highschool,married,47,1
20000,female,highschool,married,43,1
110000,female,university,single,33,1
100000,female,highschool,married,41,0
280000,female,university,married,37,0
130000,female,highschool,single,36,0
50000,female,highschool,single,29,0
60000,female,university,married,33,0
70000,female,highschool,married,34,0
240000,female,university,married,46,1
310000,female,university,single,31,1
20000,female,highschool,single,33,0
50000,female,university,married,37,0
50000,female,highschool,single,33,0
130000,female,university,married,34,0
230000,female,university,single,30,0
380000,female,university,married,31,0
160000,female,highschool,single,32,0
20000,female,highschool,married,32,0
150000,female,graduate,single,33,1
90000,female,graduate,single,32,0
400000,female,graduate,married,33,0
70000,female,university,married,34,0
50000,female,university,married,34,0
30000,female,university,married,35,0
20000,female,university,married,46,0
20000,female,highschool,single,39,1
130000,female,highschool,married,37,1
80000,female,graduate,married,41,0
360000,female,graduate,married,41,1
120000,female,highschool,other,47,0
200000,female,highschool,married,41,0
150000,female,university,married,38,0
50000,female,university,single,44,0
170000,female,highschool,married,40,1
230000,female,university,married,34,0
50000,female,university,single,46,1
280000,female,graduate,married,36,0
50000,female,university,married,44,0
30000,female,highschool,married,31,0
360000,female,graduate,married,32,0
400000,female,university,single,32,1
80000,female,highschool,single,33,0
150000,female,university,single,34,0
260000,female,university,married,36,0
110000,female,highschool,married,39,0
50000,female,graduate,married,41,0
300000,female,university,single,40,0
20000,female,university,married,37,1
290000,female,university,single,37,1
120000,female,university,married,45,0
20000,female,university,single,40,0
360000,female,university,single,36,1
150000,female,graduate,married,41,0
100000,female,graduate,married,42,1
170000,female,graduate,married,45,0
200000,female,highschool,single,49,1
60000,female,highschool,married,48,1
80000,female,university,married,29,0
40000,female,highschool,married,30,0
50000,female,graduate,married,30,1
50000,female,highschool,single,39,1
40000,female,university,married,39,0
120000,female,university,single,25,0
200000,female,graduate,single,25,1
30000,female,university,single,29,0
260000,female,other,married,33,0
390000,female,university,single,31,0
140000,female,graduate,married,31,1
150000,female,university,single,32,0
30000,female,highschool,married,32,0
90000,female,university,divorce,36,0
150000,female,university,married,39,0
30000,female,university,married,39,0
200000,female,university,single,36,0
30000,female,graduate,single,38,0
30000,female,highschool,married,48,1
50000,female,university,married,29,0
310000,female,university,married,29,0
500000,female,graduate,married,37,0
500000,female,highschool,married,36,0
300000,female,university,married,36,0
430000,female,highschool,single,30,0
30000,female,graduate,married,30,0
30000,female,highschool,single,31,0
200000,female,graduate,single,32,0
130000,female,highschool,married,32,0
120000,female,graduate,single,33,0
170000,female,university,single,31,0
210000,female,graduate,married,34,0
130000,female,university,married,34,0
420000,female,university,married,35,0
180000,female,university,married,39,0
240000,female,university,single,40,0
100000,female,university,married,44,1
130000,female,highschool,single,45,0
20000,female,university,married,43,1
50000,female,university,single,46,0
70000,female,university,married,38,0
30000,female,highschool,married,41,0
50000,female,highschool,married,48,1
500000,female,highschool,married,41,0
200000,female,graduate,single,41,0
120000,female,university,married,42,1
200000,female,university,married,49,0
150000,female,university,single,36,1
100000,female,university,married,42,0
50000,female,university,single,38,0
50000,female,university,married,36,1
50000,female,graduate,married,43,1
550000,female,graduate,single,33,0
30000,female,university,married,35,0
150000,female,highschool,married,39,0
140000,female,university,single,27,0
50000,female,university,single,48,0
160000,female,highschool,single,39,0
50000,female,university,married,26,0
50000,female,graduate,married,28,0
110000,female,graduate,single,33,0
50000,female,highschool,married,46,1
350000,female,university,single,31,0
70000,female,university,married,42,0
210000,female,graduate,married,38,0
180000,female,university,married,36,0
30000,female,highschool,married,28,0
630000,female,graduate,married,31,0
220000,female,university,married,41,0
280000,female,graduate,married,44,0
340000,female,university,married,40,0
180000,female,graduate,single,33,1
250000,female,university,married,35,0
20000,female,university,single,48,1
140000,female,university,married,40,0
130000,female,university,single,44,1
120000,female,graduate,married,38,0
360000,female,graduate,married,42,0
240000,female,university,married,43,0
310000,female,university,married,40,0
100000,female,highschool,married,46,1
200000,female,graduate,married,37,0
80000,female,university,married,29,0
210000,female,graduate,single,32,0
180000,female,graduate,single,31,0
70000,female,university,married,33,0
60000,female,university,single,36,0
200000,female,graduate,married,49,0
50000,female,university,single,48,0
50000,female,highschool,married,46,1
70000,female,university,married,41,0
130000,female,university,married,48,0
140000,female,university,married,47,0
350000,female,highschool,married,36,0
150000,female,graduate,single,30,0
50000,female,university,married,39,0
50000,female,highschool,married,47,0
30000,female,university,single,36,0
20000,female,highschool,married,38,0
50000,female,university,single,33,0
30000,female,university,single,47,1
230000,female,other,single,47,0
70000,female,highschool,married,43,1
30000,female,university,single,49,0
150000,female,highschool,married,33,0
40000,female,university,married,38,0
250000,female,university,married,31,0
200000,female,university,married,46,0
190000,female,university,married,31,0
390000,female,graduate,married,33,0
20000,female,highschool,married,36,1
200000,female,university,married,47,0
60000,female,university,married,38,0
30000,female,university,single,39,0
230000,female,university,single,38,0
130000,female,university,married,33,0
140000,female,university,married,44,1
360000,female,graduate,married,45,0
20000,female,graduate,single,31,1
100000,female,university,single,35,0
210000,female,university,single,45,0
50000,female,highschool,married,32,0
380000,female,graduate,married,44,0
50000,female,graduate,single,39,0
200000,female,university,single,30,0
50000,female,graduate,married,30,0
150000,female,graduate,married,31,0
30000,female,university,married,32,1
30000,female,university,single,34,1
110000,female,university,married,39,0
30000,female,university,married,38,0
130000,female,university,married,39,0
260000,female,university,married,39,1
30000,female,university,married,43,1
220000,female,university,single,47,0
120000,female,graduate,married,33,1
100000,female,university,single,43,0
100000,female,university,married,38,1
70000,female,university,single,44,1
20000,female,university,married,46,1
320000,female,graduate,married,36,0
210000,female,university,married,45,0
90000,female,highschool,married,37,0
120000,female,highschool,married,36,0
360000,female,university,married,35,0
140000,female,highschool,married,30,0
300000,female,graduate,married,32,0
90000,female,university,married,43,1
170000,female,highschool,single,44,1
190000,female,university,married,46,0
140000,female,university,married,40,1
200000,female,graduate,married,37,0
500000,female,university,married,43,0
300000,female,graduate,married,38,0
180000,female,university,single,29,0
360000,female,highschool,married,44,0
90000,female,university,married,32,0
150000,female,university,married,44,0
500000,female,graduate,married,30,0
80000,female,university,single,29,0
10000,female,highschool,single,46,1
180000,female,graduate,married,46,0
150000,female,other,single,36,0
80000,female,graduate,married,44,0
60000,female,university,married,30,1
240000,female,graduate,married,35,0
50000,female,highschool,married,35,0
230000,female,graduate,single,33,0
40000,female,university,single,33,0
250000,female,university,married,33,1
50000,female,university,married,32,0
120000,female,highschool,married,39,1
50000,female,highschool,single,41,1
60000,female,university,married,38,0
160000,female,highschool,single,35,0
50000,female,university,married,43,1
400000,female,graduate,married,48,0
50000,female,university,divorce,39,0
100000,female,highschool,single,31,0
100000,female,university,single,34,0
360000,female,graduate,single,35,0
30000,female,highschool,single,41,0
50000,female,university,married,32,0
80000,female,university,married,28,1
150000,female,university,single,28,0
10000,female,highschool,married,33,0
200000,female,university,married,35,0
30000,female,university,single,42,0
220000,female,graduate,married,37,0
180000,female,graduate,single,28,0
220000,female,graduate,single,30,0
220000,female,graduate,single,29,0
390000,female,university,single,33,0
350000,female,university,married,36,0
560000,female,university,married,45,1
240000,female,graduate,married,37,1
410000,female,university,married,43,0
90000,female,university,single,36,1
30000,female,graduate,single,31,0
40000,female,university,married,33,1
60000,female,university,single,46,0
390000,female,university,married,41,0
130000,female,university,married,35,0
90000,female,university,single,32,1
300000,female,university,married,36,0
220000,female,graduate,married,33,0
20000,female,graduate,single,33,0
140000,female,highschool,married,35,0
150000,female,other,married,47,0
120000,female,highschool,married,44,0
200000,female,university,married,37,0
20000,female,university,married,40,1
110000,female,university,married,41,1
290000,female,university,single,34,0
210000,female,highschool,married,45,0
370000,female,university,single,40,0
80000,female,highschool,other,41,0
200000,female,highschool,married,42,0
180000,female,university,married,35,0
260000,female,university,single,35,0
50000,female,university,married,43,1
150000,female,highschool,married,40,0
190000,female,highschool,married,45,0
160000,female,university,single,42,0
180000,female,university,married,37,0
130000,female,university,single,32,0
30000,female,university,married,47,0
100000,female,university,married,36,1
20000,female,university,single,37,1
100000,female,university,married,43,0
20000,female,university,married,40,0
20000,female,university,married,35,1
20000,female,highschool,single,48,0
50000,female,highschool,married,42,1
110000,female,university,married,38,1
60000,female,university,married,48,1
50000,female,university,single,35,0
200000,female,graduate,single,40,1
360000,female,university,married,48,0
110000,female,university,married,35,0
230000,female,university,married,46,0
180000,female,university,single,39,0
180000,female,university,single,31,0
50000,female,university,single,42,0
570000,female,graduate,married,39,0
30000,female,university,married,45,0
140000,female,university,married,46,0
50000,female,university,married,44,1
50000,female,graduate,married,35,1
120000,female,graduate,single,35,1
120000,female,graduate,single,35,1
50000,female,university,single,45,0
180000,female,university,married,40,0
80000,female,highschool,married,42,0
300000,female,graduate,married,43,0
80000,female,graduate,married,37,0
70000,female,university,single,34,1
320000,female,university,married,40,0
500000,female,graduate,single,35,0
250000,female,graduate,single,35,0
230000,female,university,married,46,0
80000,female,highschool,married,45,0
170000,female,university,married,40,1
110000,female,highschool,other,31,0
240000,female,graduate,single,31,0
150000,female,highschool,married,46,0
90000,female,highschool,married,37,0
100000,female,university,married,36,1
30000,female,university,married,42,1
80000,female,university,married,40,1
260000,female,university,married,49,1
200000,female,highschool,married,43,0
20000,female,highschool,married,39,1
160000,female,graduate,single,31,1
70000,female,university,single,38,0
20000,female,university,married,43,0
200000,female,graduate,married,45,0
440000,female,highschool,married,49,0
20000,female,highschool,married,43,0
110000,female,graduate,married,35,0
130000,female,highschool,married,44,0
50000,female,university,married,33,0
290000,female,graduate,married,35,1
480000,female,university,married,38,0
310000,female,graduate,single,29,0
30000,female,university,married,30,1
500000,female,other,married,39,0
80000,female,university,single,31,0
100000,female,university,married,32,0
70000,female,highschool,married,37,0
210000,female,university,married,43,0
180000,female,highschool,married,43,0
50000,female,university,married,43,0
60000,female,graduate,single,34,0
50000,female,university,married,40,0
70000,female,highschool,married,38,0
50000,female,university,single,36,0
350000,female,graduate,married,42,0
170000,female,university,married,45,0
180000,female,university,married,32,0
220000,female,graduate,single,30,0
80000,female,highschool,married,30,1
360000,female,university,married,33,0
500000,female,graduate,single,31,0
410000,female,graduate,single,31,0
80000,female,graduate,married,32,1
180000,female,graduate,single,33,1
280000,female,graduate,single,31,0
20000,female,graduate,single,31,0
30000,female,university,single,31,1
200000,female,graduate,married,31,0
180000,female,graduate,single,32,1
140000,female,graduate,single,33,0
130000,female,university,single,29,0
20000,female,university,married,30,0
120000,female,graduate,single,29,1
50000,female,university,single,30,0
310000,female,university,married,30,0
420000,female,graduate,single,30,0
60000,female,university,single,30,0
140000,female,graduate,married,30,0
80000,female,university,single,30,1
220000,female,university,married,31,0
360000,female,university,married,33,0
290000,female,graduate,single,29,0
260000,female,graduate,single,30,0
170000,female,graduate,single,29,0
200000,female,graduate,single,34,1
140000,female,university,married,35,0
170000,female,university,single,39,0
220000,female,graduate,married,45,0
230000,female,graduate,married,44,1
360000,female,highschool,single,38,0
340000,female,graduate,married,36,0
360000,female,graduate,married,37,1
90000,female,highschool,single,42,0
130000,female,university,married,47,1
80000,female,university,married,41,1
400000,female,graduate,married,41,0
240000,female,university,single,43,0
10000,female,university,married,46,1
240000,female,graduate,married,41,0
130000,female,graduate,married,40,0
20000,female,highschool,married,44,0
80000,female,university,married,40,0
250000,female,university,married,39,0
30000,female,university,married,44,0
280000,female,university,married,42,0
290000,female,university,married,49,0
500000,female,highschool,single,46,0
80000,female,university,married,40,0
120000,female,university,married,47,0
80000,female,university,married,48,0
210000,female,university,single,41,0
100000,female,university,single,30,1
210000,female,graduate,married,41,0
500000,female,university,married,44,0
230000,female,graduate,married,39,0
110000,female,university,married,40,0
210000,female,graduate,married,46,0
320000,female,university,single,35,0
140000,female,university,single,37,0
40000,female,graduate,married,48,0
280000,female,graduate,married,35,0
220000,female,graduate,married,47,0
250000,female,university,married,37,0
70000,female,graduate,single,34,0
70000,female,graduate,married,35,0
300000,female,graduate,married,47,1
50000,female,highschool,married,40,0
70000,female,graduate,single,36,0
50000,female,highschool,married,35,0
250000,female,university,married,35,1
120000,female,university,married,34,0
70000,female,graduate,married,35,1
440000,female,graduate,married,40,0
280000,female,graduate,married,41,0
360000,female,graduate,married,42,0
150000,female,graduate,married,43,0
300000,female,highschool,single,44,1
20000,female,university,married,42,0
380000,female,university,married,38,0
340000,female,university,married,44,0
210000,female,university,single,41,0
60000,female,university,married,41,1
130000,female,graduate,married,46,0
340000,female,graduate,married,43,0
170000,female,university,married,49,0
360000,female,university,married,43,0
60000,female,university,married,35,0
360000,female,graduate,married,37,0
280000,female,university,married,41,0
240000,female,graduate,married,34,0
120000,female,graduate,single,34,0
90000,female,graduate,single,33,0
100000,female,graduate,married,34,0
410000,female,graduate,married,34,0
190000,female,graduate,married,43,0
220000,female,graduate,married,36,0
90000,female,university,single,44,1
120000,female,graduate,single,30,0
10000,female,highschool,single,50,1
500000,female,graduate,married,50,0
120000,female,university,married,51,0
120000,female,university,married,50,0
220000,female,graduate,married,51,1
240000,female,university,married,50,0
150000,female,graduate,single,36,0
500000,female,graduate,married,50,0
150000,female,graduate,married,50,0
60000,female,university,married,49,0
30000,female,highschool,married,50,1
320000,female,university,married,53,0
470000,female,graduate,married,61,0
440000,female,graduate,single,51,0
50000,female,university,married,51,0
220000,female,university,married,51,0
360000,female,graduate,married,54,0
90000,female,highschool,married,58,0
50000,female,highschool,single,60,1
50000,female,university,married,56,0
290000,female,highschool,married,58,0
350000,female,university,married,50,1
110000,female,highschool,married,52,0
40000,female,university,married,53,1
50000,female,highschool,married,59,1
110000,female,graduate,married,55,0
360000,female,highschool,married,70,0
200000,female,highschool,single,63,1
140000,female,university,single,53,0
80000,female,university,single,61,1
260000,female,university,married,56,0
340000,female,graduate,married,56,1
30000,female,university,married,58,1
30000,female,highschool,married,54,0
440000,female,highschool,married,50,0
10000,female,highschool,married,52,0
230000,female,university,married,55,0
50000,female,highschool,married,61,0
150000,female,university,divorce,54,0
330000,female,highschool,married,55,0
370000,female,highschool,single,50,0
130000,female,highschool,single,53,0
10000,female,highschool,married,51,1
360000,female,university,married,54,0
20000,female,highschool,married,61,1
180000,female,highschool,single,52,0
80000,female,highschool,married,62,0
50000,female,university,married,55,1
150000,female,graduate,single,64,0
30000,female,highschool,married,56,0
50000,female,highschool,married,52,0
20000,female,university,divorce,56,0
130000,female,highschool,single,55,0
320000,female,highschool,single,53,0
300000,female,highschool,married,62,0
330000,female,graduate,married,53,0
50000,female,university,single,53,0
70000,female,highschool,single,60,0
70000,female,highschool,divorce,58,0
100000,female,highschool,married,58,0
110000,female,university,married,54,1
100000,female,university,married,58,1
160000,female,highschool,married,53,0
70000,female,highschool,single,55,0
60000,female,university,married,59,0
80000,female,university,married,61,0
100000,female,highschool,married,60,0
230000,female,graduate,married,66,1
60000,female,highschool,divorce,64,0
160000,female,university,married,58,0
30000,female,university,married,55,1
310000,female,graduate,married,62,0
60000,male,university,married,46,0
50000,male,university,married,64,0
140000,male,highschool,married,58,0
20000,male,university,single,27,0
10000,male,university,single,38,0
80000,male,university,single,29,0
50000,male,highschool,single,24,0
160000,female,university,married,51,1
500000,female,graduate,single,51,0
470000,female,university,married,54,0
210000,female,graduate,married,54,0
50000,male,highschool,single,23,1
30000,male,graduate,single,24,1
50000,male,graduate,single,23,0
80000,male,graduate,single,24,0
30000,male,university,married,23,1
80000,male,other,single,24,0
150000,male,graduate,single,28,0
170000,male,university,single,27,0
220000,male,university,single,30,0
30000,male,university,single,35,1
100000,male,university,single,23,0
10000,male,university,single,24,1
140000,male,university,single,24,1
50000,male,university,single,24,0
20000,male,university,single,22,0
10000,male,university,single,22,1
50000,male,university,single,24,0
10000,male,highschool,single,22,0
30000,male,university,single,23,0
50000,male,university,single,23,0
100000,male,university,single,24,1
20000,male,highschool,single,24,0
20000,male,university,single,25,0
100000,male,university,single,25,0
50000,male,university,single,25,1
100000,male,graduate,single,24,0
30000,male,highschool,single,25,1
50000,male,university,married,25,1
50000,male,university,single,25,1
50000,male,graduate,single,25,0
50000,male,other,single,23,0
50000,male,graduate,single,25,0
50000,male,university,single,25,0
380000,male,university,single,26,0
50000,male,graduate,single,24,1
30000,male,university,single,24,0
150000,male,university,married,25,0
180000,male,university,single,25,0
80000,male,highschool,single,26,1
110000,male,university,single,24,1
30000,male,highschool,single,25,0
110000,male,university,single,25,1
280000,male,university,single,26,0
10000,male,university,single,23,1
10000,male,university,single,23,0
20000,male,university,single,24,0
170000,male,university,single,26,0
20000,male,highschool,single,26,1
130000,male,university,single,22,0
200000,male,graduate,single,26,1
250000,male,university,single,26,0
80000,male,university,single,27,0
180000,male,graduate,single,27,0
120000,male,university,single,28,0
20000,male,university,single,26,0
150000,male,graduate,single,26,0
190000,male,university,single,26,0
210000,male,graduate,single,27,0
180000,male,university,single,27,0
50000,male,university,single,28,0
140000,male,graduate,single,25,0
80000,male,university,single,26,0
80000,male,university,single,27,1
80000,male,university,single,25,0
20000,male,university,single,28,0
10000,male,university,married,26,1
30000,male,university,single,26,1
240000,male,graduate,single,27,0
50000,male,university,single,28,0
90000,male,university,single,26,1
60000,male,graduate,single,28,0
100000,male,university,single,28,1
120000,male,graduate,single,28,0
10000,male,university,married,28,0
70000,male,university,single,28,1
60000,male,graduate,single,28,0
130000,male,graduate,single,29,0
30000,male,highschool,married,30,1
360000,male,graduate,single,30,0
80000,male,university,single,30,0
20000,male,university,single,27,0
50000,male,university,single,28,0
80000,male,highschool,single,27,1
150000,male,graduate,married,27,0
60000,male,university,single,27,0
220000,male,university,single,28,0
10000,male,highschool,single,23,0
50000,male,university,single,26,0
50000,male,graduate,single,26,0
220000,male,graduate,single,28,0
450000,male,graduate,single,29,0
240000,male,university,married,33,0
500000,male,university,single,29,0
170000,male,graduate,single,28,0
100000,male,university,single,29,1
60000,male,graduate,single,29,0
200000,male,graduate,single,30,0
200000,male,university,single,27,1
20000,male,graduate,single,28,0
40000,male,university,single,27,1
110000,male,graduate,single,27,0
10000,male,university,married,27,0
100000,male,university,single,28,0
50000,male,university,single,28,0
30000,male,highschool,single,28,0
30000,male,university,single,28,0
50000,male,university,married,29,0
20000,male,highschool,single,29,1
50000,male,university,single,30,0
60000,male,university,single,28,1
50000,male,university,single,32,1
130000,male,highschool,married,34,1
20000,male,university,single,25,1
100000,male,university,single,28,1
20000,male,university,married,38,1
150000,male,highschool,single,44,0
70000,male,graduate,single,33,0
250000,male,graduate,married,40,0
50000,male,highschool,married,32,1
90000,male,university,married,34,1
90000,male,university,single,32,0
120000,male,graduate,single,33,1
240000,male,university,single,25,0
50000,male,university,single,25,1
100000,male,university,married,29,1
