ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_NEXT_MONTH
6858,180000,female,graduate school,married,33,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,996,1999,2216,2301,2364,2286,1503,1400,250,228,106,1601,y
6859,30000,female,high school,married,48,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,25615,26950,27899,29614,30127,29646,1751,1700,2500,1000,2000,4034,n
6860,100000,male,graduate school,single,32,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,26127,26608,24689,25699,26809,25836,2000,2000,1700,1500,1500,1700,n
6861,180000,male,university,married,42,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,87815,79072,59852,60761,62425,63982,3800,3000,2500,2800,3000,2000,n
6862,210000,female,graduate school,single,31,2 month delay,2 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,131297,128743,129104,125887,112439,104537,9735,4000,0,4000,3850,12203,y
6863,180000,female,university,married,36,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,111190,113912,116231,117803,120350,124190,6000,5700,5000,4600,6000,3500,n
6864,60000,female,high school,divorced,48,use of revolving credit,use of revolving credit,2 month delay,2 month delay,pay duly,use of revolving credit,53116,55950,54439,-561,20115,20000,3689,0,0,20907,400,0,n
6865,500000,male,graduate school,single,30,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,192257,201402,444462,418237,424244,383145,40000,300018,15000,17000,15000,11100,n
6866,200000,female,university,married,37,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,5766,6786,7796,8512,10205,11032,1274,1284,1000,2000,1000,574,n
6867,610000,female,university,married,39,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,145143,136334,103624,101044,106356,92459,5002,5000,4006,10000,7000,5000,n
6868,50000,male,university,single,29,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,47373,48076,23459,16175,17753,18302,2000,2083,2000,2000,1000,1000,n
6869,80000,female,other,single,25,use of revolving credit,use of revolving credit,use of revolving credit,no consumption,pay duly,use of revolving credit,6643,9400,0,0,11457,6709,3000,0,0,45568,3000,3001,n
6870,210000,male,graduate school,single,38,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,103310,111472,79503,75528,72567,69502,107651,2861,2388,3000,3000,2500,n
6871,50000,male,graduate school,single,56,1 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,52108,50445,42652,9965,9720,9951,52,2176,334,336,375,1000,n
6872,360000,male,graduate school,married,58,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,5619,14822,43000,4650,12132,13953,15008,43065,4650,12132,13953,2200,n
6873,240000,male,university,single,30,no consumption,no consumption,pay duly,pay duly,pay duly,pay duly,53812,2000,2396,4657,2452,2418,2010,2613,5076,2464,2428,4170,n
6874,20000,male,high school,married,56,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,10847,12176,12884,13784,13420,13686,1508,1216,1116,0,490,658,n
6875,10000,male,graduate school,single,22,use of revolving credit,use of revolving credit,pay duly,pay duly,pay duly,pay duly,2946,0,390,390,390,0,0,390,390,390,0,780,y
6876,30000,female,university,single,23,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,30558,30363,29077,30029,26366,28916,1500,1600,1500,1000,3000,0,y
6877,360000,male,other,single,30,use of revolving credit,use of revolving credit,pay duly,use of revolving credit,use of revolving credit,pay duly,40250,23022,12272,34345,36777,30,23000,12280,25007,25008,1767,3300,n
6878,260000,male,graduate school,single,29,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,52079,52083,46703,47500,45030,48249,6000,5000,5000,4000,5000,5000,n
6879,100000,male,university,married,52,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,64358,64956,66816,36448,37481,37684,2416,3000,1500,2000,1360,1500,n
6880,500000,female,university,married,40,pay duly,pay duly,pay duly,pay duly,pay duly,no consumption,2231,-9,2312,2928,0,0,0,2321,2928,0,0,0,n
6881,70000,female,high school,single,42,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,69470,70279,70207,30348,28320,28704,3085,2808,2455,1337,2000,882,n
6882,200000,female,graduate school,married,38,no consumption,no consumption,no consumption,pay duly,2 month delay,pay duly,26344,0,0,320,170,2865,0,0,329,0,2865,801,n
6883,230000,female,other,single,45,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,144407,146277,149338,152555,155934,159332,5400,5500,5700,6000,6000,6000,n
6884,200000,male,university,single,36,pay duly,pay duly,no consumption,pay duly,pay duly,pay duly,2989,0,0,2989,9059,52248,0,0,2989,9059,52546,10380,n
6885,110000,male,university,married,38,2 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,2 month delay,96898,96071,93321,94034,99531,96614,4826,5,4000,7300,0,4000,y
6886,260000,female,graduate school,single,33,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,6818,8040,11736,10190,18122,0,1340,4036,204,8122,0,200,n
6887,50000,female,high school,divorced,55,pay duly,pay duly,pay duly,use of revolving credit,use of revolving credit,2 month delay,390,390,911,1080,930,390,390,911,559,390,0,390,n
6888,50000,male,university,single,44,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,49120,50823,49844,20239,20241,19921,2504,1590,701,803,1000,671,n
6889,80000,male,university,single,23,use of revolving credit,pay duly,2 month delay,pay duly,pay duly,no consumption,25992,904,68,232,-604,-440,1000,0,1000,0,1000,0,n
6890,260000,male,graduate school,single,29,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,7168,4495,4032,2104,2650,3472,4497,4035,2111,2653,4054,5014,n
6891,80000,male,graduate school,single,31,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,48783,42692,34593,38808,40942,40854,5000,3000,5000,5000,3000,2000,n
6892,80000,female,graduate school,single,29,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,48164,49388,51760,52650,55477,55020,2000,3305,3000,7767,7007,5000,n
6893,200000,female,other,married,36,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,2353,2957,738,4152,2866,1414,3011,747,4164,2874,1418,2148,n
6894,370000,female,university,single,29,4 month delay,3 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,390509,382898,365461,304436,311426,275628,0,0,10019,11000,10000,10000,y
6895,60000,female,graduate school,married,43,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,46806,47758,48669,49559,50608,51426,2000,2000,2000,2000,1806,2300,y
6896,260000,male,graduate school,single,29,1 month delay,2 month delay,pay duly,pay duly,pay duly,no consumption,56536,23827,29423,37900,-3400,-4000,778,29423,10000,0,0,24450,n
6897,30000,male,university,single,35,3 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,13461,14179,13654,13979,15525,0,1228,0,553,1825,0,0,y
6898,120000,male,university,single,32,1 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,60316,61763,63154,64524,66345,68104,3000,3000,3000,3000,3000,0,y
6899,130000,female,high school,single,39,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,133825,134495,133745,130814,130758,123468,7500,10000,0,4500,4500,4179,n
6900,160000,female,high school,married,38,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,0,0,0,0,0,0,0,0,0,0,n
6901,230000,female,university,single,31,pay duly,pay duly,pay duly,pay duly,use of revolving credit,use of revolving credit,5070,4317,1421,10452,5978,62292,4317,1421,10452,700,57229,2500,n
6902,300000,female,graduate school,single,26,use of revolving credit,use of revolving credit,pay duly,pay duly,use of revolving credit,pay duly,293554,291421,3760,3359,10670,2969,7877,5016,5008,10032,2977,11875,n
6903,180000,female,university,single,29,no consumption,pay duly,pay duly,pay duly,pay duly,pay duly,4000,6028,6028,3996,9062,3997,6028,6028,3996,9066,3997,6992,n
6904,80000,female,university,single,24,1 month delay,no consumption,no consumption,pay duly,pay duly,pay duly,0,159,0,110,-390,1104,159,0,110,390,1884,0,y
6905,180000,female,other,married,30,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,pay duly,pay duly,107337,101268,101754,15147,2187,7382,3735,2231,15147,2187,7382,850,n
6906,50000,male,university,single,25,3 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,50516,22781,25064,12927,18691,19291,9,1210,1000,6000,1060,780,y
6907,10000,male,university,married,62,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,2778,1939,2038,1938,0,0,1939,2040,1938,0,0,0,n
6908,50000,male,university,single,46,pay duly,pay duly,pay duly,pay duly,use of revolving credit,use of revolving credit,1540,26060,0,2650,3320,2764,26060,0,3472,2320,1764,2841,n
6909,90000,female,graduate school,married,31,1 month delay,2 month delay,pay duly,use of revolving credit,use of revolving credit,pay duly,8318,6111,33212,8978,1782,23173,39,33500,0,0,25000,0,n
6910,30000,female,high school,single,29,2 month delay,use of revolving credit,use of revolving credit,2 month delay,2 month delay,2 month delay,23136,24205,28318,28755,29442,30003,1744,4857,1200,1300,1200,1100,y
6911,180000,male,graduate school,married,38,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,181302,181271,180439,182958,181287,179734,6747,6573,6506,6581,6801,6100,n
6912,150000,female,university,married,38,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,140133,140414,141314,141000,142358,143358,6601,6501,5201,5501,5282,5200,n
6913,590000,male,graduate school,married,63,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,use of revolving credit,use of revolving credit,630458,646770,693131,324522,358774,369685,28000,61115,325000,40000,20000,51000,n
6914,60000,male,university,married,39,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,59929,35338,22856,22122,19531,16594,2110,2000,200,467,500,4100,n
6915,100000,male,university,single,27,2 month delay,use of revolving credit,use of revolving credit,3 month delay,2 month delay,use of revolving credit,63004,66964,75856,74062,72756,76355,5000,10000,0,0,5000,5000,y
6916,20000,female,university,single,25,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,7666,6664,6598,6632,6666,6666,6664,6600,6700,6700,6666,6982,n
6917,10000,male,graduate school,single,22,2 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,2 month delay,6883,9108,8813,10066,10017,9705,2500,0,1400,1100,0,500,y
6918,300000,male,graduate school,single,26,2 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,2 month delay,273138,279307,273333,277270,284915,286837,12000,0,10000,12180,10000,10817,y
6919,260000,female,university,single,40,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,241565,244619,127074,14,124493,128463,13000,6500,0,124479,6000,6500,n
6920,160000,female,high school,married,28,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,38660,38942,39787,40069,37647,38268,2500,1877,2000,3000,1400,5000,n
6921,260000,female,graduate school,single,32,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,3210,0,0,2712,0,3210,0,0,2712,0,y
6922,280000,female,graduate school,single,29,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,2187,1461,53603,976,20825,1159,1469,53871,981,20929,1164,0,n
6923,260000,female,graduate school,single,35,1 month delay,pay duly,pay duly,pay duly,pay duly,pay duly,-15,16596,1935,5365,0,294,16611,1935,5365,0,294,741,n
6924,240000,male,graduate school,married,43,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,3645,9077,4234,7118,8187,8708,9088,4234,7118,8187,8708,9291,n
6925,50000,female,university,divorced,49,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,45681,14657,9677,8826,10177,9865,1209,1300,350,1500,0,300,n
6926,260000,female,university,single,44,1 month delay,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,0,0,0,0,0,0,0,0,0,0,y
6927,60000,female,university,single,24,2 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,2 month delay,60270,65005,63309,62369,64603,66584,5706,0,2250,5000,4800,0,y
6928,130000,female,university,married,26,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,24579,23741,11666,11806,11081,11396,1187,1500,616,500,500,485,n
6929,140000,female,graduate school,single,31,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,112936,117021,107837,96546,95489,97347,6000,5000,3400,3617,3600,3700,n
6930,20000,male,high school,single,39,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,18243,17557,19880,19471,16211,14365,1677,3000,590,687,524,235,y
6931,360000,female,graduate school,single,35,1 month delay,no consumption,no consumption,no consumption,no consumption,pay duly,0,0,0,0,0,1392,0,0,0,0,1392,12884,n
6932,220000,male,graduate school,single,28,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,127021,132595,102667,108998,117186,121062,28500,5000,9604,10000,6000,14000,n
6933,500000,male,graduate school,single,37,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,4331,60446,30592,154167,13410,25426,60446,30594,150843,163881,25426,39526,y
6934,50000,male,high school,divorced,59,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,50739,50142,18894,18512,16853,18401,1500,1500,1000,1000,2000,1000,n
6935,210000,female,graduate school,single,28,pay duly,pay duly,pay duly,pay duly,use of revolving credit,use of revolving credit,262,3771,5474,69536,76188,72678,3771,5474,69536,10000,4000,2100,n
6936,200000,male,graduate school,married,41,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,90930,94502,93559,95060,88930,-23670,5032,2263,1901,1779,0,0,n
6937,370000,male,graduate school,single,28,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,87313,90345,37554,7628,1026,1422,5000,6000,2000,1000,1422,3600,n
6938,200000,male,university,single,27,1 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,112050,115353,112099,118764,120780,123710,6501,0,10000,4001,5000,0,n
6939,260000,male,graduate school,married,51,1 month delay,no consumption,no consumption,no consumption,no consumption,no consumption,-200,-200,-200,6682,1718,1512,0,0,6882,1734,1512,0,n
6940,50000,female,graduate school,single,23,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,15512,2552,13890,2545,15688,3088,2552,13914,2545,16508,3088,0,n
6941,260000,female,graduate school,single,33,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,18460,20321,22643,20864,25604,28748,3000,3000,2000,5634,3748,1000,n
6942,230000,female,high school,single,48,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,2781,12515,3090,1879,30467,4460,12540,3099,1884,30468,4473,5635,n
6943,20000,male,university,single,27,1 month delay,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,0,0,0,0,0,0,0,0,0,0,y
6944,500000,male,university,single,33,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,3311,4254,2234,5404,2375,10078,4019,2019,5025,2011,10046,3017,n
6945,160000,female,university,married,50,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,1261,2261,1390,390,390,0,2261,1390,390,390,0,780,y
6946,50000,male,university,single,25,use of revolving credit,pay duly,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,1552,2452,1878,1482,326,-70,2452,0,0,0,0,3000,y
6947,220000,female,university,married,37,2 month delay,use of revolving credit,pay duly,pay duly,use of revolving credit,use of revolving credit,2345,2572,15,947,631,715,1007,16,1578,0,400,1,y
6948,150000,male,high school,married,64,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,56852,58031,59202,60304,61650,0,2688,2730,2680,2850,0,0,n
6949,180000,female,graduate school,single,35,pay duly,pay duly,pay duly,use of revolving credit,pay duly,pay duly,11123,7883,16477,13207,73813,34935,7936,18207,0,22479,34935,5382,n
6950,80000,female,university,married,40,use of revolving credit,use of revolving credit,no consumption,no consumption,no consumption,no consumption,82150,0,0,0,0,0,0,0,0,0,0,0,y
6951,50000,female,high school,single,27,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,2 month delay,2 month delay,41991,42736,45821,46767,45886,48701,1720,3805,2000,0,3581,0,n
6952,30000,female,university,single,26,1 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,5231,6299,6052,6299,7190,7469,1300,0,500,1000,400,1500,y
6953,180000,female,university,single,31,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,176731,177490,178659,138243,138023,137923,6814,7756,4788,5100,5500,5100,n
6954,70000,male,high school,married,64,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,62188,62848,56718,47191,45959,47635,3000,2200,1700,1700,2441,2000,n
6955,300000,female,graduate school,single,33,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,0,0,0,0,0,0,0,0,0,0,y
6956,640000,female,graduate school,married,50,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,6482,8853,22238,9877,10110,23910,8853,22243,9877,10110,24616,5952,n
6957,60000,female,graduate school,single,28,1 month delay,no consumption,no consumption,pay duly,pay duly,use of revolving credit,0,0,0,619,39224,34881,0,0,619,39224,1500,1500,n
6958,120000,female,university,single,24,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,67714,51385,35160,13425,8517,6174,2102,1021,274,3001,1004,4005,y
6959,280000,female,graduate school,single,27,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,36382,2000,400,0,1398,4626,2000,400,0,1398,4626,0,n
6960,260000,female,graduate school,single,32,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,pay duly,8161,10086,12985,0,560,0,2000,3000,0,560,0,0,n
6961,50000,male,university,divorced,34,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,48538,49580,47557,20914,19646,20332,3000,3006,1500,701,1000,1000,n
6962,70000,male,university,single,47,1 month delay,2 month delay,use of revolving credit,use of revolving credit,2 month delay,2 month delay,64586,62983,64885,68164,66948,71122,0,2950,4965,0,5289,0,n
6963,50000,male,graduate school,single,38,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,390,770,580,1380,0,390,770,590,1400,0,390,390,y
6964,470000,male,graduate school,married,40,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,241153,204223,151253,138087,109094,106004,10000,5214,4500,5000,4200,5000,y
6965,320000,female,graduate school,married,41,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,56093,0,0,0,12974,0,0,0,0,12974,0,5616,n
6966,50000,female,high school,single,23,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,49385,49527,29550,29894,30125,30192,1500,1467,1201,1236,1103,1042,n
6967,230000,female,high school,married,32,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,0,0,0,0,0,0,0,0,0,0,n
6968,140000,female,university,single,29,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,43030,44335,45351,46317,55506,56609,2000,1755,1721,10000,2028,3000,n
6969,50000,male,university,single,25,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,6302,7993,8506,8716,8926,9128,1800,800,500,500,500,400,y
6970,450000,female,graduate school,single,45,1 month delay,no consumption,no consumption,no consumption,pay duly,pay duly,0,0,0,0,4595,198,0,0,0,4595,198,5095,n
6971,500000,male,university,married,49,pay duly,pay duly,pay duly,pay duly,pay duly,use of revolving credit,371,3523,483,12988,92539,94292,3540,485,13052,92539,3160,1910,n
6972,20000,male,university,single,37,use of revolving credit,use of revolving credit,no consumption,pay duly,use of revolving credit,use of revolving credit,15960,0,-1953,5985,6893,8273,0,18047,7985,1000,2000,0,n
6973,230000,male,graduate school,married,38,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,1902,2161,1144,1346,1024,-4,2170,1149,1352,1029,0,654,n
6974,50000,male,university,single,24,1 month delay,3 month delay,3 month delay,2 month delay,2 month delay,use of revolving credit,53890,54084,52026,51899,50836,47828,2200,0,1800,105,2300,1600,n
6975,300000,male,university,married,31,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,12793,14185,12970,14786,12794,14180,14212,12985,14816,12808,14201,14109,n
6976,100000,female,high school,married,36,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,92675,92857,80748,80708,75366,76590,3445,709,6077,2805,2906,0,n
6977,30000,male,university,single,27,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,29063,28601,28503,27525,27630,0,1908,1200,2,835,0,0,n
6978,400000,male,university,married,44,pay duly,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,6389,59407,26616,15333,9995,4175,59570,1105,10021,51,4735,1733,n
6979,170000,male,graduate school,single,30,pay duly,2 month delay,2 month delay,pay duly,pay duly,pay duly,998,998,0,499,724,390,0,0,499,724,390,424,n
6980,340000,female,high school,single,57,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,49467,50551,53490,104477,54351,25346,1880,3819,2073,5264,2571,53860,n
6981,210000,female,university,married,35,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,44552,45831,46870,48089,49311,50296,2000,1800,2000,2000,1803,2000,n
6982,80000,female,university,married,38,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,1894,316,316,514,316,1605,316,316,514,316,1605,316,y
6983,20000,female,graduate school,single,24,pay duly,pay duly,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,7795,4110,10269,5880,3330,4339,4112,10269,118,67,2000,2128,n
6984,300000,female,graduate school,married,51,pay duly,pay duly,pay duly,pay duly,no consumption,no consumption,311,830,225,0,0,0,832,225,0,0,0,0,n
6985,20000,male,high school,single,43,pay duly,use of revolving credit,use of revolving credit,pay duly,use of revolving credit,use of revolving credit,6085,6607,2800,11052,10522,9150,1045,1028,11052,311,183,0,y
6986,50000,male,graduate school,married,40,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,50657,50529,49162,19969,19893,20282,2015,2190,809,3012,5795,2001,n
6987,60000,female,graduate school,single,27,pay duly,pay duly,pay duly,pay duly,pay duly,2 month delay,3136,1286,1047,-239,1475,1289,1286,1047,0,3000,0,0,n
6988,60000,female,university,single,50,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,59853,24975,26000,26545,30966,30330,1500,1450,965,4864,0,1001,n
6989,50000,male,high school,married,51,1 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,48091,47028,46672,28478,29074,29671,1,2213,1019,1055,1080,1245,y
6990,120000,female,university,single,26,1 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,52623,51208,57538,56019,60135,61298,0,7200,0,5200,2300,0,n
6991,20000,male,high school,single,59,2 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,5119,5546,6302,7193,8075,8938,1500,1000,1000,1000,1000,1000,n
6992,240000,female,university,married,40,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,326,326,326,326,326,326,326,326,326,326,326,326,n
6993,420000,female,graduate school,single,36,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,0,3363,13581,1024,7853,5562,3363,13591,1026,7853,5562,990,n
6994,180000,female,graduate school,single,28,1 month delay,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,0,0,0,0,0,0,0,0,0,0,n
6995,410000,female,high school,single,28,2 month delay,2 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,407490,415276,384242,343283,320407,328827,16195,15282,15164,12005,15000,10507,n
6996,30000,male,graduate school,single,41,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,2 month delay,use of revolving credit,16098,17130,18621,19017,18571,19264,1597,2088,1000,0,1001,380,y
6997,110000,male,university,single,25,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,38449,38433,37038,38336,12907,13541,3000,1800,2000,600,1000,5000,n
6998,90000,male,graduate school,single,33,pay duly,pay duly,pay duly,pay duly,pay duly,2 month delay,498,498,498,498,3482,2793,498,498,498,3482,0,483,n
6999,220000,male,graduate school,married,41,pay duly,pay duly,use of revolving credit,pay duly,pay duly,pay duly,30262,37068,14271,9884,4090,6108,37092,10071,9884,4090,6108,19933,n
7000,50000,female,high school,married,57,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,47349,46353,38081,16970,17695,18401,1892,2600,2000,1000,1000,1500,y
7001,30000,female,high school,single,22,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,20741,21906,23183,13273,3027,3177,1500,1700,750,200,200,100,n
7002,520000,male,graduate school,married,55,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,2292,5139,8290,35024,10881,7208,5227,8309,35026,10883,7310,4890,n
7003,80000,female,high school,married,39,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,48401,49326,50207,51081,52118,51129,2000,2000,2000,2001,0,4100,n
7004,20000,male,high school,single,58,use of revolving credit,use of revolving credit,no consumption,no consumption,no consumption,no consumption,12066,0,0,0,0,0,0,0,0,0,0,0,n
7005,210000,female,graduate school,single,29,pay duly,pay duly,pay duly,pay duly,2 month delay,pay duly,27371,871,871,2042,1021,1666,871,871,2042,0,1666,316,n
7006,100000,female,university,single,28,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,101557,101518,97664,70995,70183,71068,5000,4000,2700,2500,2800,2600,n
7007,320000,female,graduate school,married,33,1 month delay,no consumption,no consumption,pay duly,pay duly,pay duly,0,0,0,1248,1479,0,0,0,1248,1479,0,0,n
7008,500000,female,university,married,44,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,38034,39044,38458,39222,40043,40854,1632,1639,1403,1452,1475,1117,n
7009,20000,female,high school,married,41,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,16208,16942,18255,18468,19715,19250,1300,1600,813,1700,0,831,n
7010,10000,male,university,married,59,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,6827,7849,8704,8877,9063,9318,1290,1145,318,329,406,186,n
